simulation_id;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_0445;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_4;9.95064795821e-07;Q14_7;YES;Amont_C;0.863;0.0143;0.309;8.71
sim_0446;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2;9.036915401e-09;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.203
sim_0447;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3;9.036915401e-09;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.235
sim_0448;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.866;0.0145;0.309;8.66
sim_0449;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3;9.036915401e-09;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.247
sim_0450;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.861;0.0148;0.309;8.66
sim_0451;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_3+1_2a_4;9.036915401e-09;Q14_7;YES;Amont_C;0.85;0.0143;0.309;8.72
sim_0452;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;8.20708764975e-11;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.204
sim_0453;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.87;0.0153;0.312;8.5
sim_0454;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.853;0.0145;0.31;8.66
sim_0455;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.849;0.0148;0.31;8.66
sim_0456;scenario1;1_2a;1_1a-1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;7.453460025e-13;Q14_7;YES;Amont_C;0.857;0.0154;0.313;8.5
sim_0457;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_0;0.004905775;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0313;0.412;1.19
sim_0458;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1;4.42995550702e-05;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.19
sim_0459;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_2;4.42995550702e-05;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0313;0.412;1.19
sim_0460;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_3;4.42995550702e-05;Q14_7;YES;Amont_C, Syst_Est_amont;1.27;0.0312;0.412;1.19
sim_0461;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_4;4.42995550702e-05;Q14_7;YES;Amont_C, Syst_Est_amont;0.857;0.0142;0.308;10.3
sim_0462;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2;4.02316847257e-07;Q14_7;YES;Amont_C;1.31;0.0314;0.412;1.19
sim_0463;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_3;4.02316847257e-07;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.19
sim_0464;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_4;4.02316847257e-07;Q14_7;YES;Amont_C, Syst_Est_amont, Syst_Est_interm;0.876;0.0157;0.314;10.1
sim_0465;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_3;4.02316847257e-07;Q14_7;YES;Amont_C, Syst_Est_amont;1.28;0.0312;0.412;1.19
sim_0466;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_4;4.02316847257e-07;Q14_7;YES;Amont_C, Syst_Est_amont;0.861;0.0156;0.311;9.06
sim_0467;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_3+1_2a_4;4.02316847257e-07;Q14_7;YES;Amont_C, Syst_Est_amont;0.843;0.0142;0.308;10.3
sim_0468;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_3;3.6537352425e-09;Q14_7;YES;Amont_C;1.28;0.0313;0.412;1.19
sim_0469;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_4;3.6537352425e-09;Q14_7;YES;Amont_C, Syst_Est_interm;0.87;0.016;0.314;9.23
sim_0470;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_3+1_2a_4;3.6537352425e-09;Q14_7;YES;Amont_C, Syst_Est_amont;0.863;0.0157;0.314;10.1
sim_0471;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_3+1_2a_4;3.6537352425e-09;Q14_7;YES;Amont_C, Syst_Est_amont;0.848;0.0157;0.311;9.06
sim_0472;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;3.31822575e-11;Q14_7;YES;Amont_C, Syst_Est_interm;0.858;0.0161;0.314;9.23
sim_0473;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_0;0.0008578098;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.3
sim_0474;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1;7.74609362943e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.22
sim_0475;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_2;7.74609362943e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.21
sim_0476;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_3;7.74609362943e-06;Q14_7;YES;Amont_C;1.27;0.0312;0.412;1.29
sim_0477;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_4;7.74609362943e-06;Q14_7;YES;Amont_C, Syst_Est_interm;0.87;0.0155;0.313;10.3
sim_0478;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2;7.03479744347e-08;Q14_7;YES;Amont_C;1.31;0.0317;0.412;1.19
sim_0479;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_3;7.03479744347e-08;Q14_7;YES;Amont_C;1.28;0.0313;0.412;1.22
sim_0480;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_4;7.03479744347e-08;Q14_7;YES;Amont_C, Syst_Est_interm;0.87;0.0156;0.313;10.3
sim_0481;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_3;7.03479744347e-08;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.21
sim_0482;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_4;7.03479744347e-08;Q14_7;YES;Amont_C, Syst_Est_interm;0.859;0.0155;0.311;9.49
sim_0483;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_3+1_2a_4;7.03479744347e-08;Q14_7;YES;Amont_C;0.856;0.0155;0.313;10.3
sim_0484;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_3;6.3888170526e-10;Q14_7;YES;Amont_C;1.28;0.0317;0.412;1.19
sim_0485;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_4;6.3888170526e-10;Q14_7;YES;Amont_C, Syst_Est_interm;0.866;0.016;0.313;9.39
sim_0486;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_3+1_2a_4;6.3888170526e-10;Q14_7;YES;Amont_C;0.857;0.0156;0.313;10.3
sim_0487;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_3+1_2a_4;6.3888170526e-10;Q14_7;YES;Amont_C, Syst_Est_interm;0.846;0.0155;0.311;9.49
sim_0488;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;5.80215474e-12;Q14_7;YES;Amont_C, Syst_Est_interm;0.853;0.0161;0.314;9.39
sim_0489;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_0;0.0008578098;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0313;0.412;1.19
sim_0490;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1;7.74609362943e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0313;0.412;1.19
sim_0491;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_2;7.74609362943e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0274;0.412;1.15
sim_0492;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_3;7.74609362943e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.27;0.0312;0.412;1.19
sim_0493;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_4;7.74609362943e-06;Q14_7;YES;Amont_C, Syst_Est_amont;0.873;0.0156;0.313;7.7
sim_0494;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2;7.03479744347e-08;Q14_7;YES;Amont_C, Syst_Est_amont;1.31;0.0314;0.412;1.19
sim_0495;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_3;7.03479744347e-08;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.19
sim_0496;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_4;7.03479744347e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.883;0.0155;0.314;7.68
sim_0497;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_3;7.03479744347e-08;Q14_7;YES;Amont_C, Syst_Est_amont;1.28;0.0274;0.412;1.15
sim_0498;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_4;7.03479744347e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.872;0.0162;0.314;7.51
sim_0499;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_3+1_2a_4;7.03479744347e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.86;0.0157;0.313;7.7
sim_0500;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3;6.3888170526e-10;Q14_7;YES;Amont_C;1.28;0.0315;0.412;1.19
sim_0501;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_4;6.3888170526e-10;Q14_7;YES;Amont_C;0.887;0.0164;0.317;7.46
sim_0502;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_3+1_2a_4;6.3888170526e-10;Q14_7;YES;Amont_C, Syst_Est_amont;0.87;0.0155;0.314;7.69
sim_0503;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_3+1_2a_4;6.3888170526e-10;Q14_7;YES;Amont_C, Syst_Est_amont;0.859;0.0162;0.314;7.51
sim_0504;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;5.80215474e-12;Q14_7;YES;Amont_C;0.874;0.0164;0.317;7.47
sim_0505;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_0;0.000202538425;Q14_7;YES;Amont_C, Syst_Est_amont;1.29;0.0331;0.41;1.89
sim_0506;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1;1.82893877361e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.29;0.0334;0.41;1.85
sim_0507;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_2;1.82893877361e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.29;0.0331;0.41;1.84
sim_0508;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_3;1.82893877361e-06;Q14_7;YES;Amont_C, Syst_Est_amont;1.25;0.0331;0.41;1.91
sim_0509;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_4;1.82893877361e-06;Q14_7;YES;Amont_C, Syst_Est_amont;0.768;0.0137;0.3;11.5
sim_0510;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2;1.66099384082e-08;Q14_7;YES;Amont_C, Syst_Est_amont;1.29;0.0331;0.41;1.84
sim_0511;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_3;1.66099384082e-08;Q14_7;YES;Amont_C, Syst_Est_amont;1.25;0.0335;0.41;1.86
sim_0512;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_4;1.66099384082e-08;Q14_7;YES;Amont_C, Syst_Est_amont, Syst_Est_interm;0.805;0.017;0.31;11.7
sim_0513;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_3;1.66099384082e-08;Q14_7;YES;Amont_C, Syst_Est_amont;1.25;0.0331;0.41;1.84
sim_0514;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_4;1.66099384082e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.778;0.0156;0.303;10.3
sim_0515;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_3+1_2a_4;1.66099384082e-08;Q14_7;YES;Amont_C, Syst_Est_amont;0.756;0.0138;0.3;11.5
sim_0516;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;1.50847069297e-10;Q14_7;YES;Amont_C, Syst_Est_amont;1.25;0.0331;0.41;1.84
sim_0517;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;1.50847069297e-10;Q14_7;YES;Amont_C, Syst_Est_interm;0.787;0.0161;0.306;10.6
sim_0518;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;1.50847069297e-10;Q14_7;YES;Amont_C;0.793;0.0171;0.31;11.7
sim_0519;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;1.50847069297e-10;Q14_7;YES;Amont_C, Syst_Est_amont;0.765;0.0155;0.304;10.4
sim_0520;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.3699532025e-12;Q14_7;YES;Amont_C, Syst_Est_interm;0.775;0.0162;0.307;10.7
sim_0521;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_0;0.0001513782;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.28
sim_0522;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1;1.36695769931e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.22
sim_0523;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2;1.36695769931e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.21
sim_0524;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_3;1.36695769931e-06;Q14_7;YES;Amont_C;1.27;0.0312;0.412;1.27
sim_0525;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_4;1.36695769931e-06;Q14_7;YES;Amont_C;0.872;0.0155;0.313;8.03
sim_0526;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2;1.24143484297e-08;Q14_7;YES;Amont_C;1.31;0.0318;0.412;1.19
sim_0527;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_3;1.24143484297e-08;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.21
sim_0528;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C;0.875;0.0159;0.314;7.99
sim_0529;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_3;1.24143484297e-08;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.21
sim_0530;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C;0.871;0.0161;0.313;7.81
sim_0531;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_3+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C;0.858;0.0155;0.313;8.04
sim_0532;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3;1.1274383034e-10;Q14_7;YES;Amont_C;1.28;0.0318;0.412;1.19
sim_0533;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C;0.879;0.0167;0.316;7.71
sim_0534;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_3+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C;0.862;0.0159;0.314;8
sim_0535;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_3+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C;0.858;0.0161;0.313;7.81
sim_0536;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.02390966e-12;Q14_7;YES;Amont_C;0.866;0.0167;0.316;7.71
sim_0537;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_0;3.5742075e-05;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.06
sim_0538;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1;3.22753901226e-07;Q14_7;YES;Amont_C;1.29;0.0335;0.41;1.88
sim_0539;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2;3.22753901226e-07;Q14_7;YES;Amont_C;1.29;0.0331;0.41;1.89
sim_0540;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_3;3.22753901226e-07;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.08
sim_0541;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_4;3.22753901226e-07;Q14_7;YES;Amont_C, Syst_Est_interm;0.785;0.0154;0.305;11.8
sim_0542;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2;2.93116560145e-09;Q14_7;YES;Amont_C;1.29;0.0335;0.41;1.76
sim_0543;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_3;2.93116560145e-09;Q14_7;YES;Amont_C;1.25;0.0336;0.41;1.89
sim_0544;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C, Syst_Est_interm;0.784;0.0155;0.304;11.8
sim_0545;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_3;2.93116560145e-09;Q14_7;YES;Amont_C;1.25;0.0331;0.41;1.89
sim_0546;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C, Syst_Est_interm;0.774;0.0152;0.302;10.7
sim_0547;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_3+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C, Syst_Est_interm;0.772;0.0154;0.305;11.8
sim_0548;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;2.66200710525e-11;Q14_7;YES;Amont_C;1.25;0.0335;0.41;1.76
sim_0549;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C, Syst_Est_interm;0.781;0.016;0.305;10.7
sim_0550;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C, Syst_Est_interm;0.771;0.0155;0.305;11.8
sim_0551;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C, Syst_Est_interm;0.762;0.0152;0.303;10.8
sim_0552;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;2.417564475e-13;Q14_7;YES;Amont_C, Syst_Est_interm;0.768;0.016;0.305;10.7
sim_0553;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_0;3.5742075e-05;Q14_7;YES;Amont_C, Syst_Est_amont;1.29;0.0331;0.41;1.57
sim_0554;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1;3.22753901226e-07;Q14_7;YES;Amont_C, Syst_Est_amont;1.29;0.0331;0.41;1.57
sim_0555;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2;3.22753901226e-07;Q14_7;YES;Amont_C, Syst_Est_amont;1.29;0.0331;0.41;1.56
sim_0556;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_3;3.22753901226e-07;Q14_7;YES;Amont_C, Syst_Est_amont;1.25;0.033;0.41;1.58
sim_0557;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_4;3.22753901226e-07;Q14_7;YES;Amont_C, Syst_Est_amont;0.855;0.0223;0.322;8.98
sim_0558;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2;2.93116560145e-09;Q14_7;YES;Amont_C;1.29;0.0331;0.41;1.56
sim_0559;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3;2.93116560145e-09;Q14_7;YES;Amont_C, Syst_Est_amont;1.25;0.033;0.41;1.57
sim_0560;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C, Syst_Est_amont;0.865;0.0217;0.322;9.13
sim_0561;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3;2.93116560145e-09;Q14_7;YES;Amont_C, Syst_Est_amont;1.25;0.033;0.41;1.56
sim_0562;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C, Syst_Est_amont;0.807;0.0183;0.312;8.88
sim_0563;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_3+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C, Syst_Est_amont;0.842;0.0222;0.322;8.99
sim_0564;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;2.66200710525e-11;Q14_7;YES;Amont_C;1.25;0.033;0.41;1.56
sim_0565;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C;0.824;0.019;0.315;9.03
sim_0566;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C, Syst_Est_amont;0.852;0.0216;0.322;9.14
sim_0567;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C, Syst_Est_amont;0.794;0.0183;0.312;8.9
sim_0568;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;2.417564475e-13;Q14_7;YES;Amont_C;0.811;0.019;0.315;9.04
sim_0569;scenario1;1_2a;1_1a-1_1a_3__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_0;6.307425e-06;Q14_7;YES;Amont_C;1.29;0.0331;0.41;1.71
