simulation_id;scenario;phase;variant_combination;combination_probability;hydrology;flooding_warning;flooding_nodes;qmax_Fensterstollen_m3s;qmax_Entw_Stollen_m3s;qmax_Brunnmuehle_Teich_m3s;qmax_TWT_Portail_Est_61_665_m3s
sim_0694;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.847;0.0147;0.309;8.93
sim_0695;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;8.20708764975e-11;Q14_7;YES;Amont_C;0.847;0.0147;0.309;8.81
sim_0696;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;7.453460025e-13;Q14_7;YES;Amont_C;0.849;0.0151;0.311;8.78
sim_0697;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_0;1.9446075e-05;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.714
sim_0698;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1;1.75599669851e-07;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.684
sim_0699;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2;1.75599669851e-07;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.657
sim_0700;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_3;1.75599669851e-07;Q14_7;YES;Amont_C;1.28;0.0311;0.413;0.727
sim_0701;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_4;1.75599669851e-07;Q14_7;YES;Amont_C;0.869;0.0142;0.309;8.64
sim_0702;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2;1.59474977665e-09;Q14_7;YES;Amont_C;1.31;0.0311;0.413;0.571
sim_0703;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3;1.59474977665e-09;Q14_7;YES;Amont_C;1.28;0.031;0.413;0.691
sim_0704;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_4;1.59474977665e-09;Q14_7;YES;Amont_C;0.863;0.0146;0.309;8.83
sim_0705;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3;1.59474977665e-09;Q14_7;YES;Amont_C;1.28;0.031;0.413;0.659
sim_0706;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_4;1.59474977665e-09;Q14_7;YES;Amont_C;0.863;0.0146;0.309;8.71
sim_0707;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_3+1_2a_4;1.59474977665e-09;Q14_7;YES;Amont_C;0.856;0.0142;0.309;8.65
sim_0708;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;1.44830958525e-11;Q14_7;YES;Amont_C;1.28;0.031;0.413;0.575
sim_0709;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;1.44830958525e-11;Q14_7;YES;Amont_C;0.864;0.0149;0.311;8.72
sim_0710;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;1.44830958525e-11;Q14_7;YES;Amont_C;0.85;0.0146;0.309;8.83
sim_0711;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;1.44830958525e-11;Q14_7;YES;Amont_C;0.85;0.0146;0.309;8.72
sim_0712;scenario1;1_2a;1_1a-1_1a_1+1_1a_2__1_1b-1_1b_1+1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.315316475e-13;Q14_7;YES;Amont_C;0.851;0.0149;0.311;8.73
sim_0713;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_0;0.000865725;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.78
sim_0714;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1;7.81756854181e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.65
sim_0715;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_2;7.81756854181e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.57
sim_0716;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_3;7.81756854181e-06;Q14_7;YES;Amont_C;1.27;0.0312;0.412;1.78
sim_0717;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_4;7.81756854181e-06;Q14_7;YES;Amont_C;0.87;0.0155;0.313;10.7
sim_0718;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2;7.09970906925e-08;Q14_7;YES;Amont_C;1.31;0.0319;0.412;1.39
sim_0719;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_3;7.09970906925e-08;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.65
sim_0720;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_4;7.09970906925e-08;Q14_7;YES;Amont_C;0.864;0.0161;0.312;10.8
sim_0721;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_3;7.09970906925e-08;Q14_7;YES;Amont_C;1.28;0.0313;0.412;1.57
sim_0722;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_4;7.09970906925e-08;Q14_7;YES;Amont_C, Syst_Est_interm;0.858;0.0154;0.311;9.89
sim_0723;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_3+1_2a_4;7.09970906925e-08;Q14_7;YES;Amont_C;0.857;0.0155;0.313;10.7
sim_0724;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_3;6.447768075e-10;Q14_7;YES;Amont_C;1.28;0.0319;0.412;1.38
sim_0725;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_4;6.447768075e-10;Q14_7;YES;Amont_C, Syst_Est_interm;0.86;0.0161;0.313;9.81
sim_0726;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_3+1_2a_4;6.447768075e-10;Q14_7;YES;Amont_C;0.852;0.0161;0.312;10.9
sim_0727;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_2+1_2a_3+1_2a_4;6.447768075e-10;Q14_7;YES;Amont_C, Syst_Est_interm;0.845;0.0155;0.311;9.89
sim_0728;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_0__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;5.8556925e-12;Q14_7;YES;Amont_C, Syst_Est_interm;0.847;0.0162;0.313;9.82
sim_0729;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_0;0.0001513782;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.78
sim_0730;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1;1.36695769931e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.64
sim_0731;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_2;1.36695769931e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.56
sim_0732;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_3;1.36695769931e-06;Q14_7;YES;Amont_C;1.27;0.0312;0.412;1.78
sim_0733;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_4;1.36695769931e-06;Q14_7;YES;Amont_C;0.873;0.0159;0.314;10.5
sim_0734;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2;1.24143484297e-08;Q14_7;YES;Amont_C;1.31;0.0319;0.412;1.37
sim_0735;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_3;1.24143484297e-08;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.64
sim_0736;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C;0.868;0.0164;0.313;10.6
sim_0737;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_3;1.24143484297e-08;Q14_7;YES;Amont_C;1.28;0.0313;0.412;1.57
sim_0738;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C, Syst_Est_interm;0.861;0.0158;0.311;9.68
sim_0739;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_3+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C;0.86;0.0159;0.314;10.5
sim_0740;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_3;1.1274383034e-10;Q14_7;YES;Amont_C;1.28;0.0319;0.412;1.37
sim_0741;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C, Syst_Est_interm;0.862;0.0163;0.313;9.64
sim_0742;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_3+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C;0.855;0.0164;0.314;10.6
sim_0743;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_2+1_2a_3+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C, Syst_Est_interm;0.848;0.0158;0.312;9.69
sim_0744;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.02390966e-12;Q14_7;YES;Amont_C, Syst_Est_interm;0.849;0.0163;0.314;9.65
sim_0745;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_0;0.0001513782;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.78
sim_0746;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1;1.36695769931e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.64
sim_0747;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_2;1.36695769931e-06;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.57
sim_0748;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_3;1.36695769931e-06;Q14_7;YES;Amont_C;1.27;0.0312;0.412;1.78
sim_0749;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_4;1.36695769931e-06;Q14_7;YES;Amont_C;0.871;0.0154;0.313;8.58
sim_0750;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2;1.24143484297e-08;Q14_7;YES;Amont_C;1.31;0.0319;0.412;1.37
sim_0751;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_3;1.24143484297e-08;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.64
sim_0752;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C;0.866;0.0162;0.313;8.75
sim_0753;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_3;1.24143484297e-08;Q14_7;YES;Amont_C;1.28;0.0313;0.412;1.57
sim_0754;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C;0.868;0.0161;0.313;8.43
sim_0755;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_3+1_2a_4;1.24143484297e-08;Q14_7;YES;Amont_C;0.858;0.0154;0.313;8.58
sim_0756;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3;1.1274383034e-10;Q14_7;YES;Amont_C;1.28;0.0319;0.412;1.38
sim_0757;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C;0.866;0.0166;0.314;8.46
sim_0758;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_3+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C;0.854;0.0161;0.313;8.75
sim_0759;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_2+1_2a_3+1_2a_4;1.1274383034e-10;Q14_7;YES;Amont_C;0.855;0.0161;0.313;8.44
sim_0760;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.02390966e-12;Q14_7;YES;Amont_C;0.853;0.0166;0.314;8.47
sim_0761;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_0;3.5742075e-05;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.56
sim_0762;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1;3.22753901226e-07;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.5
sim_0763;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_2;3.22753901226e-07;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.4
sim_0764;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_3;3.22753901226e-07;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.58
sim_0765;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_4;3.22753901226e-07;Q14_7;YES;Amont_C;0.775;0.0145;0.302;12.2
sim_0766;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2;2.93116560145e-09;Q14_7;YES;Amont_C;1.29;0.0332;0.41;2.26
sim_0767;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_3;2.93116560145e-09;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.51
sim_0768;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C;0.767;0.0149;0.301;12.2
sim_0769;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_3;2.93116560145e-09;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.4
sim_0770;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C;0.773;0.0151;0.302;11.1
sim_0771;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_3+1_2a_4;2.93116560145e-09;Q14_7;YES;Amont_C;0.762;0.0145;0.302;12.2
sim_0772;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;2.66200710525e-11;Q14_7;YES;Amont_C;1.25;0.0332;0.41;2.27
sim_0773;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C, Syst_Est_interm;0.776;0.0162;0.305;11
sim_0774;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C;0.754;0.0149;0.301;12.2
sim_0775;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;2.66200710525e-11;Q14_7;YES;Amont_C;0.76;0.0151;0.302;11.1
sim_0776;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;2.417564475e-13;Q14_7;YES;Amont_C, Syst_Est_interm;0.763;0.0162;0.305;11.1
sim_0777;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_0;2.67138e-05;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.77
sim_0778;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1;2.4122782929e-07;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.63
sim_0779;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2;2.4122782929e-07;Q14_7;YES;Amont_C;1.31;0.0313;0.412;1.56
sim_0780;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_3;2.4122782929e-07;Q14_7;YES;Amont_C;1.27;0.0312;0.412;1.77
sim_0781;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_4;2.4122782929e-07;Q14_7;YES;Amont_C;0.876;0.0154;0.313;8.5
sim_0782;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2;2.19076736994e-09;Q14_7;YES;Amont_C;1.31;0.0319;0.412;1.36
sim_0783;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_3;2.19076736994e-09;Q14_7;YES;Amont_C;1.28;0.0312;0.412;1.63
sim_0784;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_4;2.19076736994e-09;Q14_7;YES;Amont_C;0.869;0.016;0.313;8.73
sim_0785;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_3;2.19076736994e-09;Q14_7;YES;Amont_C;1.28;0.0313;0.412;1.56
sim_0786;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_4;2.19076736994e-09;Q14_7;YES;Amont_C;0.87;0.016;0.314;8.28
sim_0787;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_3+1_2a_4;2.19076736994e-09;Q14_7;YES;Amont_C;0.862;0.0154;0.313;8.5
sim_0788;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3;1.989597006e-11;Q14_7;YES;Amont_C;1.28;0.0319;0.412;1.37
sim_0789;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_4;1.989597006e-11;Q14_7;YES;Amont_C;0.868;0.0165;0.315;8.34
sim_0790;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_3+1_2a_4;1.989597006e-11;Q14_7;YES;Amont_C;0.856;0.016;0.313;8.73
sim_0791;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_2+1_2a_3+1_2a_4;1.989597006e-11;Q14_7;YES;Amont_C;0.857;0.016;0.314;8.29
sim_0792;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_2__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;1.8068994e-13;Q14_7;YES;Amont_C;0.855;0.0165;0.315;8.35
sim_0793;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_0;6.307425e-06;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.59
sim_0794;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1;5.69565708046e-08;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.54
sim_0795;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2;5.69565708046e-08;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.45
sim_0796;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_3;5.69565708046e-08;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.62
sim_0797;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_4;5.69565708046e-08;Q14_7;YES;Amont_C;0.858;0.0229;0.322;11.8
sim_0798;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2;5.17264517902e-10;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.32
sim_0799;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_3;5.17264517902e-10;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.56
sim_0800;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_4;5.17264517903e-10;Q14_7;YES;Amont_C;0.825;0.0216;0.318;11.9
sim_0801;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_3;5.17264517902e-10;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.46
sim_0802;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_4;5.17264517903e-10;Q14_7;YES;Amont_C, Syst_Est_interm;0.813;0.0199;0.315;10.8
sim_0803;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_3+1_2a_4;5.17264517903e-10;Q14_7;YES;Amont_C;0.844;0.0229;0.322;11.8
sim_0804;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3;4.6976595975e-12;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.33
sim_0805;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_4;4.6976595975e-12;Q14_7;YES;Amont_C, Syst_Est_interm;0.805;0.0192;0.313;10.8
sim_0806;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_3+1_2a_4;4.6976595975e-12;Q14_7;YES;Amont_C;0.811;0.0216;0.318;11.9
sim_0807;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_2+1_2a_3+1_2a_4;4.6976595975e-12;Q14_7;YES;Amont_C, Syst_Est_interm;0.8;0.02;0.315;10.9
sim_0808;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_1+1_1b_3__1_2a-1_2a_1+1_2a_2+1_2a_3+1_2a_4;4.26629025e-14;Q14_7;YES;Amont_C, Syst_Est_interm;0.783;0.018;0.31;10.8
sim_0809;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_0;6.307425e-06;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.29
sim_0810;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1;5.69565708046e-08;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.25
sim_0811;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_2;5.69565708046e-08;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.2
sim_0812;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_3;5.69565708046e-08;Q14_7;YES;Amont_C;1.25;0.0331;0.41;2.3
sim_0813;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_4;5.69565708046e-08;Q14_7;YES;Amont_C;0.861;0.0226;0.322;9.78
sim_0814;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_2;5.17264517902e-10;Q14_7;YES;Amont_C;1.29;0.0331;0.41;2.09
sim_0815;scenario1;1_2a;1_1a-1_1a_1+1_1a_3__1_1b-1_1b_2+1_1b_3__1_2a-1_2a_1+1_2a_3;5.17264517902e-10;Q14_7;YES;Amont_C;1.25;0.033;0.41;2.26
